question_id,prompt,correct_answer,distractor
1069,"Q: Which is a rhyme of the word ""slow"", ""ago"" or ""together""?
A:",ago,together
1070,"Q: Which is a rhyme of the word ""transportation"", ""imagination"" or ""miss""?
A:",imagination,miss
1071,"Q: Which is a rhyme of the word ""week"", ""baseball"" or ""antique""?
A:",antique,baseball
1072,"Q: Which is a rhyme of the word ""name"", ""shampoo"" or ""blame""?
A:",blame,shampoo
1073,"Q: Which is a rhyme of the word ""dive"", ""alive"" or ""begin""?
A:",alive,begin
1074,"Q: Which is a rhyme of the word ""rarely"", ""smoking"" or ""fairly""?
A:",fairly,smoking
1075,"Q: Which is a rhyme of the word ""daughter"", ""expert"" or ""water""?
A:",water,expert
1076,"Q: Which is a rhyme of the word ""dog"", ""blog"" or ""animated""?
A:",blog,animated
1077,"Q: Which is a rhyme of the word ""fly"", ""chocolate"" or ""nearby""?
A:",nearby,chocolate
1078,"Q: Which is a rhyme of the word ""unkind"", ""remind"" or ""plus""?
A:",remind,plus
1079,"Q: Which is a rhyme of the word ""spy"", ""try"" or ""frame""?
A:",try,frame
1080,"Q: Which is a rhyme of the word ""fax"", ""northwest"" or ""tax""?
A:",tax,northwest
1081,"Q: Which is a rhyme of the word ""pronounce"", ""clap"" or ""bounce""?
A:",bounce,clap
1082,"Q: Which is a rhyme of the word ""peak"", ""wool"" or ""cheek""?
A:",cheek,wool
1083,"Q: Which is a rhyme of the word ""career"", ""souvenir"" or ""walking""?
A:",souvenir,walking
1084,"Q: Which is a rhyme of the word ""year"", ""souvenir"" or ""rescue""?
A:",souvenir,rescue
1085,"Q: Which is a rhyme of the word ""stick"", ""steep"" or ""trick""?
A:",trick,steep
1086,"Q: Which is a rhyme of the word ""friend"", ""reservation"" or ""recommend""?
A:",recommend,reservation
1087,"Q: Which is a rhyme of the word ""cave"", ""voice"" or ""brave""?
A:",brave,voice
1088,"Q: Which is a rhyme of the word ""money"", ""iron"" or ""sunny""?
A:",sunny,iron
1089,"Q: Which is a rhyme of the word ""location"", ""station"" or ""visit""?
A:",station,visit
1090,"Q: Which is a rhyme of the word ""boy"", ""bathroom"" or ""destroy""?
A:",destroy,bathroom
1091,"Q: Which is a rhyme of the word ""sandy"", ""successful"" or ""candy""?
A:",candy,successful
1092,"Q: Which is a rhyme of the word ""take"", ""awake"" or ""anymore""?
A:",awake,anymore
1093,"Q: Which is a rhyme of the word ""drink"", ""kitchen"" or ""link""?
A:",link,kitchen
1094,"Q: Which is a rhyme of the word ""see"", ""clock"" or ""knee""?
A:",knee,clock
1095,"Q: Which is a rhyme of the word ""machine"", ""routine"" or ""novel""?
A:",routine,novel
1096,"Q: Which is a rhyme of the word ""birth"", ""earth"" or ""pray""?
A:",earth,pray
1097,"Q: Which is a rhyme of the word ""smile"", ""how"" or ""style""?
A:",style,how
1098,"Q: Which is a rhyme of the word ""foot"", ""put"" or ""election""?
A:",put,election
1099,"Q: Which is a rhyme of the word ""fountain"", ""mountain"" or ""ago""?
A:",mountain,ago
1100,"Q: Which is a rhyme of the word ""hit"", ""admit"" or ""coat""?
A:",admit,coat
1101,"Q: Which is a rhyme of the word ""fly"", ""fry"" or ""abroad""?
A:",fry,abroad
1102,"Q: Which is a rhyme of the word ""lie"", ""guy"" or ""underneath""?
A:",guy,underneath
1103,"Q: Which is a rhyme of the word ""main"", ""cycle"" or ""stain""?
A:",stain,cycle
1104,"Q: Which is a rhyme of the word ""knock"", ""clock"" or ""life""?
A:",clock,life
1105,"Q: Which is a rhyme of the word ""band"", ""shirt"" or ""demand""?
A:",demand,shirt
1106,"Q: Which is a rhyme of the word ""bridge"", ""fridge"" or ""irregular""?
A:",fridge,irregular
1107,"Q: Which is a rhyme of the word ""know"", ""so"" or ""hockey""?
A:",so,hockey
1108,"Q: Which is a rhyme of the word ""bake"", ""king"" or ""awake""?
A:",awake,king
1109,"Q: Which is a rhyme of the word ""pack"", ""attack"" or ""since""?
A:",attack,since
1110,"Q: Which is a rhyme of the word ""sneaker"", ""knife"" or ""speaker""?
A:",speaker,knife
1111,"Q: Which is a rhyme of the word ""breath"", ""death"" or ""cent""?
A:",death,cent
1112,"Q: Which is a rhyme of the word ""flood"", ""blood"" or ""shiny""?
A:",blood,shiny
1113,"Q: Which is a rhyme of the word ""attention"", ""bottom"" or ""invention""?
A:",invention,bottom
1114,"Q: Which is a rhyme of the word ""writer"", ""sit"" or ""lighter""?
A:",lighter,sit
1115,"Q: Which is a rhyme of the word ""asleep"", ""deep"" or ""foot""?
A:",deep,foot
1116,"Q: Which is a rhyme of the word ""blouse"", ""door"" or ""mouse""?
A:",mouse,door
1117,"Q: Which is a rhyme of the word ""rough"", ""stuff"" or ""basketball""?
A:",stuff,basketball
1118,"Q: Which is a rhyme of the word ""pray"", ""stay"" or ""cold""?
A:",stay,cold
1119,"Q: Which is a rhyme of the word ""key"", ""fee"" or ""sandy""?
A:",fee,sandy
1120,"Q: Which is a rhyme of the word ""flag"", ""action"" or ""bag""?
A:",bag,action
1121,"Q: Which is a rhyme of the word ""afraid"", ""buy"" or ""trade""?
A:",trade,buy
1122,"Q: Which is a rhyme of the word ""day"", ""way"" or ""owe""?
A:",way,owe
1123,"Q: Which is a rhyme of the word ""fur"", ""go"" or ""per""?
A:",per,go
1124,"Q: Which is a rhyme of the word ""situation"", ""generation"" or ""champagne""?
A:",generation,champagne
1125,"Q: Which is a rhyme of the word ""fax"", ""tax"" or ""busy""?
A:",tax,busy
1126,"Q: Which is a rhyme of the word ""crash"", ""trash"" or ""wear""?
A:",trash,wear
1127,"Q: Which is a rhyme of the word ""allow"", ""how"" or ""recent""?
A:",how,recent
1128,"Q: Which is a rhyme of the word ""maybe"", ""rare"" or ""baby""?
A:",baby,rare
1129,"Q: Which is a rhyme of the word ""run"", ""none"" or ""catch""?
A:",none,catch
1130,"Q: Which is a rhyme of the word ""shy"", ""apply"" or ""tiger""?
A:",apply,tiger
1131,"Q: Which is a rhyme of the word ""pile"", ""smile"" or ""creative""?
A:",smile,creative
1132,"Q: Which is a rhyme of the word ""snack"", ""parrot"" or ""unpack""?
A:",unpack,parrot
1133,"Q: Which is a rhyme of the word ""plug"", ""bug"" or ""bulb""?
A:",bug,bulb
1134,"Q: Which is a rhyme of the word ""need"", ""indeed"" or ""comfortable""?
A:",indeed,comfortable
1135,"Q: Which is a rhyme of the word ""silk"", ""nowadays"" or ""milk""?
A:",milk,nowadays
1136,"Q: Which is a rhyme of the word ""pray"", ""display"" or ""link""?
A:",display,link
1137,"Q: Which is a rhyme of the word ""profession"", ""farm"" or ""session""?
A:",session,farm
1138,"Q: Which is a rhyme of the word ""prince"", ""champion"" or ""convince""?
A:",convince,champion
1139,"Q: Which is a rhyme of the word ""room"", ""attention"" or ""perfume""?
A:",perfume,attention
1140,"Q: Which is a rhyme of the word ""bean"", ""scene"" or ""court""?
A:",scene,court
1141,"Q: Which is a rhyme of the word ""cover"", ""ambulance"" or ""lover""?
A:",lover,ambulance
1142,"Q: Which is a rhyme of the word ""station"", ""throw"" or ""immigration""?
A:",immigration,throw
1143,"Q: Which is a rhyme of the word ""sound"", ""round"" or ""might""?
A:",round,might
1144,"Q: Which is a rhyme of the word ""large"", ""charge"" or ""alive""?
A:",charge,alive
1145,"Q: Which is a rhyme of the word ""please"", ""cheese"" or ""slim""?
A:",cheese,slim
1146,"Q: Which is a rhyme of the word ""reason"", ""season"" or ""moment""?
A:",season,moment
1147,"Q: Which is a rhyme of the word ""money"", ""uncomfortable"" or ""sunny""?
A:",sunny,uncomfortable
1148,"Q: Which is a rhyme of the word ""hold"", ""both"" or ""fold""?
A:",fold,both
1149,"Q: Which is a rhyme of the word ""reason"", ""banana"" or ""season""?
A:",season,banana
1150,"Q: Which is a rhyme of the word ""long"", ""strong"" or ""press""?
A:",strong,press
1151,"Q: Which is a rhyme of the word ""bye"", ""strong"" or ""eye""?
A:",eye,strong
1152,"Q: Which is a rhyme of the word ""defend"", ""friend"" or ""brush""?
A:",friend,brush
1153,"Q: Which is a rhyme of the word ""worse"", ""unfriendly"" or ""purse""?
A:",purse,unfriendly
1154,"Q: Which is a rhyme of the word ""from"", ""airplane"" or ""sum""?
A:",sum,airplane
1155,"Q: Which is a rhyme of the word ""defeat"", ""meet"" or ""messy""?
A:",meet,messy
1156,"Q: Which is a rhyme of the word ""transportation"", ""daughter"" or ""imagination""?
A:",imagination,daughter
1157,"Q: Which is a rhyme of the word ""cancer"", ""answer"" or ""pupil""?
A:",answer,pupil
1158,"Q: Which is a rhyme of the word ""invent"", ""wear"" or ""tent""?
A:",tent,wear
1159,"Q: Which is a rhyme of the word ""star"", ""far"" or ""lend""?
A:",far,lend
1160,"Q: Which is a rhyme of the word ""deliver"", ""river"" or ""meal""?
A:",river,meal
1161,"Q: Which is a rhyme of the word ""announce"", ""serious"" or ""pronounce""?
A:",pronounce,serious
1162,"Q: Which is a rhyme of the word ""answer"", ""bug"" or ""dancer""?
A:",dancer,bug
1163,"Q: Which is a rhyme of the word ""politely"", ""remind"" or ""lightly""?
A:",lightly,remind
1164,"Q: Which is a rhyme of the word ""send"", ""otherwise"" or ""intend""?
A:",intend,otherwise
1165,"Q: Which is a rhyme of the word ""himself"", ""myself"" or ""accident""?
A:",myself,accident
1166,"Q: Which is a rhyme of the word ""shiny"", ""burning"" or ""tiny""?
A:",tiny,burning
1167,"Q: Which is a rhyme of the word ""climb"", ""neighborhood"" or ""time""?
A:",time,neighborhood
1168,"Q: Which is a rhyme of the word ""candy"", ""kitchen"" or ""sandy""?
A:",sandy,kitchen
1169,"Q: Which is a rhyme of the word ""room"", ""summer"" or ""perfume""?
A:",perfume,summer
1170,"Q: Which is a rhyme of the word ""about"", ""pineapple"" or ""shout""?
A:",shout,pineapple
1171,"Q: Which is a rhyme of the word ""hall"", ""wall"" or ""scream""?
A:",wall,scream
1172,"Q: Which is a rhyme of the word ""spy"", ""tie"" or ""full""?
A:",tie,full
1173,"Q: Which is a rhyme of the word ""mountain"", ""probably"" or ""fountain""?
A:",fountain,probably
1174,"Q: Which is a rhyme of the word ""forever"", ""never"" or ""dish""?
A:",never,dish
1175,"Q: Which is a rhyme of the word ""funny"", ""money"" or ""sport""?
A:",money,sport
1176,"Q: Which is a rhyme of the word ""fast"", ""past"" or ""east""?
A:",past,east
1177,"Q: Which is a rhyme of the word ""folk"", ""video"" or ""joke""?
A:",joke,video
1178,"Q: Which is a rhyme of the word ""dance"", ""past"" or ""chance""?
A:",chance,past
1179,"Q: Which is a rhyme of the word ""lake"", ""brake"" or ""hit""?
A:",brake,hit
1180,"Q: Which is a rhyme of the word ""goat"", ""note"" or ""punctuation""?
A:",note,punctuation
1181,"Q: Which is a rhyme of the word ""each"", ""store"" or ""speech""?
A:",speech,store
1182,"Q: Which is a rhyme of the word ""screen"", ""clean"" or ""theirs""?
A:",clean,theirs
1183,"Q: Which is a rhyme of the word ""warn"", ""corn"" or ""uncle""?
A:",corn,uncle
1184,"Q: Which is a rhyme of the word ""rent"", ""tent"" or ""man""?
A:",tent,man
1185,"Q: Which is a rhyme of the word ""then"", ""pen"" or ""death""?
A:",pen,death
1186,"Q: Which is a rhyme of the word ""lie"", ""bring"" or ""fly""?
A:",fly,bring
1187,"Q: Which is a rhyme of the word ""stone"", ""commercial"" or ""bone""?
A:",bone,commercial
1188,"Q: Which is a rhyme of the word ""squash"", ""thunder"" or ""wash""?
A:",wash,thunder
1189,"Q: Which is a rhyme of the word ""heater"", ""meter"" or ""benefit""?
A:",meter,benefit
1190,"Q: Which is a rhyme of the word ""pretty"", ""city"" or ""glove""?
A:",city,glove
1191,"Q: Which is a rhyme of the word ""bay"", ""advanced"" or ""away""?
A:",away,advanced
1192,"Q: Which is a rhyme of the word ""nearby"", ""dry"" or ""bat""?
A:",dry,bat
1193,"Q: Which is a rhyme of the word ""bad"", ""central"" or ""add""?
A:",add,central
1194,"Q: Which is a rhyme of the word ""clown"", ""downtown"" or ""fat""?
A:",downtown,fat
1195,"Q: Which is a rhyme of the word ""chain"", ""explain"" or ""folder""?
A:",explain,folder
1196,"Q: Which is a rhyme of the word ""free"", ""knee"" or ""stuff""?
A:",knee,stuff
1197,"Q: Which is a rhyme of the word ""plan"", ""television"" or ""pan""?
A:",pan,television
1198,"Q: Which is a rhyme of the word ""connection"", ""correction"" or ""partly""?
A:",correction,partly
1199,"Q: Which is a rhyme of the word ""flu"", ""full"" or ""view""?
A:",view,full
1200,"Q: Which is a rhyme of the word ""shoulder"", ""folder"" or ""think""?
A:",folder,think
1201,"Q: Which is a rhyme of the word ""save"", ""cave"" or ""madam""?
A:",cave,madam
1202,"Q: Which is a rhyme of the word ""greeting"", ""meeting"" or ""balcony""?
A:",meeting,balcony
1203,"Q: Which is a rhyme of the word ""blood"", ""flood"" or ""cliff""?
A:",flood,cliff
1204,"Q: Which is a rhyme of the word ""rule"", ""stadium"" or ""cool""?
A:",cool,stadium
1205,"Q: Which is a rhyme of the word ""lonely"", ""only"" or ""photographer""?
A:",only,photographer
1206,"Q: Which is a rhyme of the word ""fruit"", ""argue"" or ""flute""?
A:",flute,argue
1207,"Q: Which is a rhyme of the word ""waste"", ""phrase"" or ""taste""?
A:",taste,phrase
1208,"Q: Which is a rhyme of the word ""mile"", ""style"" or ""gram""?
A:",style,gram
1209,"Q: Which is a rhyme of the word ""immigration"", ""wide"" or ""relation""?
A:",relation,wide
1210,"Q: Which is a rhyme of the word ""beef"", ""leaf"" or ""bat""?
A:",leaf,bat
1211,"Q: Which is a rhyme of the word ""could"", ""should"" or ""annoyed""?
A:",should,annoyed
1212,"Q: Which is a rhyme of the word ""population"", ""explanation"" or ""diagram""?
A:",explanation,diagram
1213,"Q: Which is a rhyme of the word ""smell"", ""level"" or ""bell""?
A:",bell,level
1214,"Q: Which is a rhyme of the word ""peach"", ""much"" or ""speech""?
A:",speech,much
1215,"Q: Which is a rhyme of the word ""word"", ""bird"" or ""fee""?
A:",bird,fee
1216,"Q: Which is a rhyme of the word ""fruit"", ""bug"" or ""boot""?
A:",boot,bug
1217,"Q: Which is a rhyme of the word ""wild"", ""child"" or ""store""?
A:",child,store
1218,"Q: Which is a rhyme of the word ""house"", ""blouse"" or ""difficult""?
A:",blouse,difficult
1219,"Q: Which is a rhyme of the word ""nearly"", ""clearly"" or ""engineer""?
A:",clearly,engineer
1220,"Q: Which is a rhyme of the word ""fail"", ""consonant"" or ""jail""?
A:",jail,consonant
1221,"Q: Which is a rhyme of the word ""milk"", ""silk"" or ""spicy""?
A:",silk,spicy
1222,"Q: Which is a rhyme of the word ""killer"", ""curtain"" or ""thriller""?
A:",thriller,curtain
1223,"Q: Which is a rhyme of the word ""select"", ""open"" or ""collect""?
A:",collect,open
1224,"Q: Which is a rhyme of the word ""fruit"", ""sociable"" or ""flute""?
A:",flute,sociable
1225,"Q: Which is a rhyme of the word ""nearly"", ""clearly"" or ""negative""?
A:",clearly,negative
1226,"Q: Which is a rhyme of the word ""chance"", ""dance"" or ""mile""?
A:",dance,mile
1227,"Q: Which is a rhyme of the word ""involve"", ""solve"" or ""fever""?
A:",solve,fever
1228,"Q: Which is a rhyme of the word ""city"", ""happen"" or ""pretty""?
A:",pretty,happen
1229,"Q: Which is a rhyme of the word ""float"", ""armchair"" or ""boat""?
A:",boat,armchair
1230,"Q: Which is a rhyme of the word ""grade"", ""shade"" or ""honeymoon""?
A:",shade,honeymoon
1231,"Q: Which is a rhyme of the word ""weigh"", ""honest"" or ""bay""?
A:",bay,honest
1232,"Q: Which is a rhyme of the word ""lighter"", ""swimmer"" or ""writer""?
A:",writer,swimmer
1233,"Q: Which is a rhyme of the word ""correction"", ""collection"" or ""second""?
A:",collection,second
1234,"Q: Which is a rhyme of the word ""less"", ""tall"" or ""stress""?
A:",stress,tall
1235,"Q: Which is a rhyme of the word ""wine"", ""instrument"" or ""sign""?
A:",sign,instrument
1236,"Q: Which is a rhyme of the word ""cross"", ""sauce"" or ""clever""?
A:",sauce,clever
1237,"Q: Which is a rhyme of the word ""cage"", ""fancy"" or ""stage""?
A:",stage,fancy
1238,"Q: Which is a rhyme of the word ""clean"", ""percent"" or ""queen""?
A:",queen,percent
1239,"Q: Which is a rhyme of the word ""thick"", ""sick"" or ""blood""?
A:",sick,blood
1240,"Q: Which is a rhyme of the word ""disease"", ""please"" or ""course""?
A:",please,course
1241,"Q: Which is a rhyme of the word ""stick"", ""kick"" or ""trade""?
A:",kick,trade
1242,"Q: Which is a rhyme of the word ""bored"", ""screen"" or ""board""?
A:",board,screen
1243,"Q: Which is a rhyme of the word ""lemonade"", ""shade"" or ""fork""?
A:",shade,fork
1244,"Q: Which is a rhyme of the word ""stall"", ""mushroom"" or ""baseball""?
A:",baseball,mushroom
1245,"Q: Which is a rhyme of the word ""wall"", ""till"" or ""tall""?
A:",tall,till
1246,"Q: Which is a rhyme of the word ""hide"", ""wide"" or ""restroom""?
A:",wide,restroom
1247,"Q: Which is a rhyme of the word ""spend"", ""lend"" or ""lightning""?
A:",lend,lightning
1248,"Q: Which is a rhyme of the word ""breath"", ""death"" or ""large""?
A:",death,large
1249,"Q: Which is a rhyme of the word ""shelf"", ""itself"" or ""clearly""?
A:",itself,clearly
1250,"Q: Which is a rhyme of the word ""stranger"", ""boat"" or ""danger""?
A:",danger,boat
1251,"Q: Which is a rhyme of the word ""tree"", ""me"" or ""restroom""?
A:",me,restroom
